BEGIN FCTP PROBLEM.    N370A         
 N370A          SOURCES=   50 , SINKS=  100 & MAX OPTOFV=UNKNOWN
ARCS
        1               57                4.    21988.        0.      302.    -1.     1. F
        1               83                7.    16218.        0.      108.    -1.     1. F
        1               58                5.    18316.        0.      123.    -1.     1. F
        1               99                3.    21799.        0.      302.    -1.     1. F
        1               92                8.    13269.        0.      152.    -1.     1. F
        1               79                4.    13766.        0.      302.    -1.     1. F
        1               64                4.    13825.        0.      154.    -1.     1. F
        1              123                6.     7031.        0.      302.    -1.     1. F
        1              117                5.    25070.        0.      238.    -1.     1. F
        1              111                7.    22011.        0.       94.    -1.     1. F
        1              129                5.    18348.        0.       31.    -1.     1. F
        1              104                5.    10350.        0.      302.    -1.     1. F
        1               55                5.    25210.        0.       93.    -1.     1. F
        1               91                3.    20368.        0.      123.    -1.     1. F
        1               96                8.     9744.        0.       33.    -1.     1. F
        1              116                6.    14669.        0.      256.    -1.     1. F
        1              140                7.    20188.        0.      302.    -1.     1. F
        1               95                7.    13518.        0.      302.    -1.     1. F
        1              125                5.    22788.        0.      302.    -1.     1. F
        1               72                3.    11546.        0.       86.    -1.     1. F
        1              143                4.    12855.        0.      302.    -1.     1. F
        1              126                3.    16814.        0.      286.    -1.     1. F
        1               67                8.    21046.        0.      302.    -1.     1. F
        1              128                6.    22306.        0.      302.    -1.     1. F
        1              107                6.     8335.        0.      302.    -1.     1. F
        1              147                6.    17240.        0.      258.    -1.     1. F
        1               97                3.    15317.        0.       24.    -1.     1. F
        1               78                7.     8381.        0.      302.    -1.     1. F
        1               81                8.    20026.        0.      302.    -1.     1. F
        1              108                3.    21886.        0.      248.    -1.     1. F
        1              130                7.    16321.        0.      250.    -1.     1. F
        1              100                7.    13514.        0.      136.    -1.     1. F
        1              122                8.    24600.        0.       95.    -1.     1. F
        1               68                3.    11553.        0.      302.    -1.     1. F
        1              142                6.    22342.        0.      302.    -1.     1. F
        1              131                5.     8182.        0.      152.    -1.     1. F
        1              148                5.     9115.        0.       16.    -1.     1. F
        1              145                4.    18005.        0.      130.    -1.     1. F
        1               90                7.     8387.        0.      111.    -1.     1. F
        1               52                7.    14534.        0.      302.    -1.     1. F
        1              119                5.     6956.        0.      302.    -1.     1. F
        1               80                7.    13476.        0.      302.    -1.     1. F
        1               59                4.    17036.        0.      302.    -1.     1. F
        1              134                6.     7113.        0.        6.    -1.     1. F
        1               82                7.    22515.        0.      283.    -1.     1. F
