BEGIN FCTP PROBLEM.    N320B         
 N320B          SOURCES=   50 , SINKS=  100 & MAX OPTOFV=UNKNOWN
ARCS
        1              104                6.      743.        0.      464.    -1.     1. F
        1               66                8.      743.        0.      215.    -1.     1. F
        1               54                4.      709.        0.      601.    -1.     1. F
        1               74                8.      342.        0.      395.    -1.     1. F
        1               56                8.      623.        0.       98.    -1.     1. F
        1               96                3.      283.        0.       12.    -1.     1. F
        1              115                5.      536.        0.     1089.    -1.     1. F
        1               68                8.      412.        0.       54.    -1.     1. F
        1               81                3.      397.        0.     1089.    -1.     1. F
        1              126                6.      378.        0.      424.    -1.     1. F
        1              142                7.      731.        0.      883.    -1.     1. F
        1               73                8.      657.        0.      219.    -1.     1. F
        1               78                8.      517.        0.     1089.    -1.     1. F
        1               69                3.      321.        0.      213.    -1.     1. F
        1               58                6.      333.        0.      265.    -1.     1. F
        1              145                7.      691.        0.      241.    -1.     1. F
        1              128                5.      466.        0.      101.    -1.     1. F
        1              139                4.      633.        0.       64.    -1.     1. F
        1              134                6.      417.        0.     1010.    -1.     1. F
        1              121                8.      266.        0.      230.    -1.     1. F
        1               53                7.      776.        0.      944.    -1.     1. F
        1              111                6.      419.        0.       93.    -1.     1. F
        1               60                4.      247.        0.      588.    -1.     1. F
        1              148                5.      426.        0.      759.    -1.     1. F
        1               84                4.      670.        0.        4.    -1.     1. F
        1              125                4.      791.        0.     1089.    -1.     1. F
        1              130                5.      643.        0.       83.    -1.     1. F
        1              105                8.      591.        0.     1089.    -1.     1. F
        1              136                4.      596.        0.      248.    -1.     1. F
        1               97                7.      667.        0.     1089.    -1.     1. F
        1              108                5.      428.        0.      107.    -1.     1. F
        1              137                7.      348.        0.      142.    -1.     1. F
        1               87                3.      717.        0.      294.    -1.     1. F
        1               92                3.      556.        0.       24.    -1.     1. F
        1              102                4.      476.        0.      306.    -1.     1. F
        1               82                4.      429.        0.      173.    -1.     1. F
        1              119                3.      794.        0.       35.    -1.     1. F
        1               71                5.      786.        0.      121.    -1.     1. F
        1              110                5.      641.        0.       66.    -1.     1. F
        1              133                4.      208.        0.      106.    -1.     1. F
        1               85                8.      414.        0.       32.    -1.     1. F
        1              120                6.      299.        0.       86.    -1.     1. F
        1               88                3.      522.        0.      552.    -1.     1. F
        1               64                5.      751.        0.        3.    -1.     1. F
        1              129                6.      302.        0.      438.    -1.     1. F
        1               89                4.      329.        0.      490.    -1.     1. F
        1               86                7.      543.        0.      322.    -1.     1. F
        1               99                7.      737.        0.      661.    -1.     1. F
        1               70                8.      482.        0.       26.    -1.     1. F
        1              118                5.      677.        0.     1089.    -1.     1. F
        1              127                7.      449.        0.     1089.    -1.     1. F
        1              122                3.      565.        0.       40.    -1.     1. F
        1              101                6.      419.        0.       31.    -1.     1. F
        1              123                3.      723.        0.       81.    -1.     1. F
        1               72                6.      734.        0.      274.    -1.     1. F
        1              135                4.      437.        0.       50.    -1.     1. F
        1               77                8.      413.        0.      185.    -1.     1. F
