BEGIN FCTP PROBLEM.    N310E         
 N310E          SOURCES=   50 , SINKS=  100 & MAX OPTOFV=UNKNOWN
ARCS
        1               70                7.      133.        0.       39.    -1.     1. F
        1              115                8.      133.        0.     1200.    -1.     1. F
        1               63                3.      281.        0.     2324.    -1.     1. F
        1              103                5.      108.        0.       70.    -1.     1. F
        1               51                8.      276.        0.       23.    -1.     1. F
        1               69                6.      367.        0.      402.    -1.     1. F
        1               73                3.      121.        0.      752.    -1.     1. F
        1               53                8.      188.        0.      342.    -1.     1. F
        1              141                5.      337.        0.     1265.    -1.     1. F
        1              111                7.      186.        0.      227.    -1.     1. F
        1              125                8.      133.        0.      766.    -1.     1. F
        1               55                8.      241.        0.      564.    -1.     1. F
        1              140                6.      269.        0.        4.    -1.     1. F
        1              102                6.      370.        0.      947.    -1.     1. F
        1               90                7.      333.        0.      695.    -1.     1. F
        1               78                5.      393.        0.      114.    -1.     1. F
        1              112                4.      341.        0.     1077.    -1.     1. F
        1               77                6.      352.        0.      912.    -1.     1. F
        1               76                8.      188.        0.       39.    -1.     1. F
        1               61                8.      329.        0.       27.    -1.     1. F
        1              128                6.      248.        0.     1154.    -1.     1. F
        1              122                5.      338.        0.      126.    -1.     1. F
        1              129                5.      177.        0.       32.    -1.     1. F
        1              126                6.      189.        0.       32.    -1.     1. F
        1              143                7.      204.        0.       56.    -1.     1. F
        1              121                3.      361.        0.      742.    -1.     1. F
        1               75                3.      240.        0.       53.    -1.     1. F
        1              118                8.      274.        0.      310.    -1.     1. F
        1               98                8.      312.        0.     2484.    -1.     1. F
        1              106                8.      204.        0.      157.    -1.     1. F
        1               59                7.      226.        0.      398.    -1.     1. F
        1               64                8.      259.        0.     1288.    -1.     1. F
        1               71                6.      132.        0.      162.    -1.     1. F
        1              119                3.      122.        0.      932.    -1.     1. F
        1               86                4.      304.        0.     1151.    -1.     1. F
        1              105                3.      376.        0.       51.    -1.     1. F
        1               79                6.      212.        0.       92.    -1.     1. F
        1               84                8.      136.        0.       41.    -1.     1. F
        1               88                8.      277.        0.     1527.    -1.     1. F
        1              100                8.      363.        0.     1313.    -1.     1. F
        1              134                4.      263.        0.       96.    -1.     1. F
        1              137                6.      331.        0.     1115.    -1.     1. F
        1               94                8.      382.        0.       42.    -1.     1. F
        1               93                4.      284.        0.        5.    -1.     1. F
        1              101                7.      368.        0.       37.    -1.     1. F
        1              133                5.      108.        0.       65.    -1.     1. F
        1              120                5.      196.        0.      336.    -1.     1. F
        1              146                4.      396.        0.       11.    -1.     1. F
        1               91                3.      380.        0.      319.    -1.     1. F
        1               68                3.      279.        0.       88.    -1.     1. F
        1               99                3.      340.        0.      256.    -1.     1. F
        1              113                6.      310.        0.        8.    -1.     1. F
        1               95                7.      113.        0.       77.    -1.     1. F
        1               83                4.      395.        0.      726.    -1.     1. F
        1               92                7.      245.        0.      645.    -1.     1. F
        1               58                3.      339.        0.      719.    -1.     1. F
        1               96                3.      300.        0.      432.    -1.     1. F
        1               62                6.      212.        0.      917.    -1.     1. F
        1              145                7.      154.        0.     1263.    -1.     1. F
        1               87                8.      363.        0.       57.    -1.     1. F
        1               72                5.      164.        0.       84.    -1.     1. F
        1              124                5.      125.        0.     1030.    -1.     1. F
        1              130                8.      367.        0.     1646.    -1.     1. F
        1               89                8.      347.        0.       48.    -1.     1. F
        1              107                7.      228.        0.        5.    -1.     1. F
        1               80                7.      227.        0.      563.    -1.     1. F
        1              144                5.      287.        0.      570.    -1.     1. F
        1              138                4.      315.        0.      590.    -1.     1. F
        1              139                5.      357.        0.     1476.    -1.     1. F
        1              114                4.      182.        0.      315.    -1.     1. F
        1              147                6.      331.        0.      659.    -1.     1. F
        1               85                7.      149.        0.      223.    -1.     1. F
